supplier_id,source_supplier_id,supplier_name,normalized_name,country_code,country_name,supplier_type,supplier_status,source_id,source_file_id,source_record_id,collected_at
sup_0336,517678802,TCZ BIKES LDA,tcz bikes lda,PRT,,,,src_ted_opendata,file_ted_0152,organisation:ORG-0004,2026-08-19
sup_0337,1509730-1-1-1,EIFFAGE ENERGIE SYSTEMES - INFRA RHONE ALPES,eiffage energie systemes - infra rhone alpes,FRA,,large,,src_ted_opendata,file_ted_0154,organisation:ORG-0006,2026-08-19
sup_0338,1509730-1-2-1,SPIE CityNetworks,spie citynetworks,FRA,,large,,src_ted_opendata,file_ted_0154,organisation:ORG-0007,2026-08-19
sup_0339,89238003100393,Dalkia Electrotechnics,dalkia electrotechnics,FRA,,,,src_ted_opendata,file_ted_0155,organisation:ORG-0004,2026-08-19
sup_0340,6272405145,Era Sp. z o.o.,era sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0157,organisation:ORG-0004,2026-08-19
sup_0341,6272477191,Novia Sp. z o.o.,novia sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0157,organisation:ORG-0005,2026-08-19
sup_0342,54722321944,Komesa Ochrona Sp. z o.o.,komesa ochrona sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0157,organisation:ORG-0006,2026-08-19
sup_0343,B87871422,Steelco España Soluciones Integrales en Esterilización S.L.,steelco españa soluciones integrales en esterilización s.l.,ESP,,sme,,src_ted_opendata,file_ted_0158,organisation:ORG-0002,2026-08-19
sup_0344,RO 14302998,VIVANI SALUBRITATE,vivani salubritate,ROU,,medium,,src_ted_opendata,file_ted_0159,organisation:ORG-9000,2026-08-19
sup_0345,16514342,DEMECO S.R.L.,demeco s.r.l.,ROU,,medium,,src_ted_opendata,file_ted_0159,organisation:ORG-9001,2026-08-19
sup_0346,2516799000,"ANDREJ TOMAŽIN - SAMOZAPOSLENI V KULTURI, KNJIŽEVNIK, KRITIK/RECENZENT IN AVTOR RADIJSKIH ODDAJ","andrej tomažin - samozaposleni v kulturi, književnik, kritik/recenzent in avtor radijskih oddaj",SVN,,sme,,src_ted_opendata,file_ted_0160,organisation:ORG-0003,2026-08-19
sup_0347,01647580,EXRAY s.r.o.,exray s.r.o.,CZE,,sme,,src_ted_opendata,file_ted_0161,organisation:ORG-0003,2026-08-19
sup_0348,A81608077,"T-SYSTEMS ITC IBERIA, S.A.U.","t-systems itc iberia, s.a.u.",ESP,,large,,src_ted_opendata,file_ted_0162,organisation:ORG-0002,2026-08-19
sup_0349,814181757,ХИГИЕННО - МЕДИЦИНСКА ИНДУСТРИЯ ООД,хигиенно - медицинска индустрия оод,BGR,,sme,,src_ted_opendata,file_ted_0163,organisation:ORG-0003,2026-08-19
sup_0350,831076655,ЖИВАС ООД,живас оод,BGR,,sme,,src_ted_opendata,file_ted_0163,organisation:ORG-0004,2026-08-19
sup_0351,011097206,Philips Polska Sp. z o.o.,philips polska sp. z o.o.,POL,,medium,,src_ted_opendata,file_ted_0164,organisation:ORG-0003,2026-08-19
sup_0352,363383273,"COMED S.C. Krzysztof Pilarski, Wojciech Grunwald","comed s.c. krzysztof pilarski, wojciech grunwald",POL,,micro,,src_ted_opendata,file_ted_0164,organisation:ORG-0004,2026-08-19
sup_0353,141743401,Koordynacja Mariusz Strzecha,koordynacja mariusz strzecha,POL,,small,,src_ted_opendata,file_ted_0164,organisation:ORG-0005,2026-08-19
sup_0354,008093857,HAS-MED. Spółka z o.o.,has-med. spółka z o.o.,POL,,micro,,src_ted_opendata,file_ted_0164,organisation:ORG-0006,2026-08-19
sup_0355,430412698,Przedsiębiorstwo Zaopatrzenia Lecznictwa CEZAL LUBLIN Sp. z o.o. z siedzibą w Lublinie,przedsiębiorstwo zaopatrzenia lecznictwa cezal lublin sp. z o.o. z siedzibą w lublinie,POL,,small,,src_ted_opendata,file_ted_0164,organisation:ORG-0007,2026-08-19
sup_0356,0000781158,Sklep dla Lekarza Sp. z o.o.,sklep dla lekarza sp. z o.o.,POL,,micro,,src_ted_opendata,file_ted_0164,organisation:ORG-0008,2026-08-19
sup_0357,331039951,Meden-Inmed Sp. z o.o.,meden-inmed sp. z o.o.,POL,,large,,src_ted_opendata,file_ted_0164,organisation:ORG-0009,2026-08-19
sup_0358,160339042,Ronomed Sp. z o.o. Sp. K.,ronomed sp. z o.o. sp. k.,POL,,micro,,src_ted_opendata,file_ted_0164,organisation:ORG-0010,2026-08-19
sup_0359,470762770,"""ULTRA-VIOL"" Spółka Jawna Pietras, Purgał, Wójcik","""ultra-viol"" spółka jawna pietras, purgał, wójcik",POL,,small,,src_ted_opendata,file_ted_0164,organisation:ORG-0011,2026-08-19
sup_0360,00155764,"PEhAES, a.s.","pehaes, a.s.",SVK,,small,,src_ted_opendata,file_ted_0166,organisation:ORG-0003,2026-08-19
sup_0361,0406129003,Veolia,veolia,BEL,,,,src_ted_opendata,file_ted_0167,organisation:ORG-0005,2026-08-19
sup_0362,471255608,Lek S.A,lek s.a,POL,,,,src_ted_opendata,file_ted_0168,organisation:ORG-0007,2026-08-19
sup_0363,000288343,Centrala Farmaceutyczna Cefarm SA,centrala farmaceutyczna cefarm sa,POL,,,,src_ted_opendata,file_ted_0168,organisation:ORG-0012,2026-08-19
sup_0364,5212935353,Fresenius Kabi Polska Sp. z o.o.,fresenius kabi polska sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0168,organisation:ORG-0008,2026-08-19
sup_0365,122623590,LogFarma Sp. z o. o.,logfarma sp. z o. o.,POL,,,,src_ted_opendata,file_ted_0168,organisation:ORG-0004,2026-08-19
sup_0366,5222749770,KOMTUR POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,komtur polska spółka z ograniczoną odpowiedzialnością,POL,,,,src_ted_opendata,file_ted_0168,organisation:ORG-0011,2026-08-19
sup_0367,6481008230,"""ASCLEPIOS"" SPÓŁKA AKCYJNA","""asclepios"" spółka akcyjna",POL,,,,src_ted_opendata,file_ted_0168,organisation:ORG-0013,2026-08-19
sup_0368,010397308,Roche Polska Sp. z o.o.,roche polska sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0168,organisation:ORG-0006,2026-08-19
sup_0369,5263446902,AstraZeneca Kft.,astrazeneca kft.,HUN,,,,src_ted_opendata,file_ted_0168,organisation:ORG-0005,2026-08-19
sup_0370,A80907397,Vodafone España S.A.U.,vodafone españa s.a.u.,ESP,,large,,src_ted_opendata,file_ted_0169,organisation:ORG-0002,2026-08-19
sup_0371,A82009812,ORANGE ESPAGNE SAU,orange espagne sau,ESP,,large,,src_ted_opendata,file_ted_0169,organisation:ORG-0003,2026-08-19
sup_0372,RO 6550631,FERMADOR,fermador,ROU,,large,,src_ted_opendata,file_ted_0170,organisation:ORG-9008,2026-08-19
sup_0373,RO 14023985,AMIA INVEST,amia invest,ROU,,small,,src_ted_opendata,file_ted_0170,organisation:ORG-9000,2026-08-19
sup_0374,RO 622194,SPICUL 2,spicul 2,ROU,,medium,,src_ted_opendata,file_ted_0170,organisation:ORG-9007,2026-08-19
sup_0375,33184953,AGROLINEVOL S.R.L.,agrolinevol s.r.l.,ROU,,small,,src_ted_opendata,file_ted_0170,organisation:ORG-9005,2026-08-19
sup_0376,3119988,SALTEMPO,saltempo,ROU,,medium,,src_ted_opendata,file_ted_0170,organisation:ORG-9004,2026-08-19
sup_0377,RO 712360,CARPATIS,carpatis,ROU,,medium,,src_ted_opendata,file_ted_0170,organisation:ORG-9009,2026-08-19
sup_0378,RO17975603,FILVAS SERVCOM,filvas servcom,ROU,,small,,src_ted_opendata,file_ted_0170,organisation:ORG-9001,2026-08-19
sup_0379,829522,VASCAR S.A.,vascar s.a.,ROU,,large,,src_ted_opendata,file_ted_0170,organisation:ORG-9010,2026-08-19
sup_0380,RO 22212233,DIACARN FOOD,diacarn food,ROU,,medium,,src_ted_opendata,file_ted_0170,organisation:ORG-9002,2026-08-19
sup_0381,RO 2433906,ILVAS,ilvas,ROU,,medium,,src_ted_opendata,file_ted_0170,organisation:ORG-9003,2026-08-19
sup_0382,RO 526650,COREX S.R.L.,corex s.r.l.,ROU,,small,,src_ted_opendata,file_ted_0170,organisation:ORG-9006,2026-08-19
sup_0383,5346410000,MIKROCOP informacijski inženiring in storitve d.o.o.,mikrocop informacijski inženiring in storitve d.o.o.,SVN,,sme,,src_ted_opendata,file_ted_0173,organisation:ORG-0003,2026-08-19
sup_0384,38852584200075,ALTERNET,alternet,FRA,,,,src_ted_opendata,file_ted_0174,organisation:ORG-0003,2026-08-19
sup_0385,45158454400022,Groupement ILAO / ALTERNET,groupement ilao / alternet,FRA,,,,src_ted_opendata,file_ted_0174,organisation:ORG-0004,2026-08-19
sup_0386,25548531,"Svoboda a syn, s.r.o.","svoboda a syn, s.r.o.",CZE,,sme,,src_ted_opendata,file_ted_0176,organisation:ORG-0004,2026-08-19
sup_0387,71479546,Kickstad B.V.,kickstad b.v.,NLD,,,,src_ted_opendata,file_ted_0177,organisation:ORG-0003,2026-08-19
sup_0388,DE811968670,Rosenbauer Deutschland GmbH,rosenbauer deutschland gmbh,DEU,,,,src_ted_opendata,file_ted_0178,organisation:ORG-0003,2026-08-19
sup_0389,8b45b122-835a-4c8d-8a10-f587d1e2f167,Arthrex GmbH,arthrex gmbh,DEU,,large,,src_ted_opendata,file_ted_0179,organisation:ORG-0003,2026-08-19
sup_0390,77718926011,PZC VARAŽDIN d.d.,pzc varaždin d.d.,HRV,,medium,,src_ted_opendata,file_ted_0180,organisation:ORG-0004,2026-08-19
sup_0391,1481925-1-0-1,INEO UTS,ineo uts,FRA,,large,,src_ted_opendata,file_ted_0182,organisation:ORG-0006,2026-08-19
sup_0392,RO36513090,ALPINPOLARIS,alpinpolaris,ROU,,small,,src_ted_opendata,file_ted_0183,organisation:ORG-9001,2026-08-19
sup_0393,41385516,LUXURY COS AMBIENT S.R.L.,luxury cos ambient s.r.l.,ROU,,small,,src_ted_opendata,file_ted_0183,organisation:ORG-9002,2026-08-19
sup_0394,24385672,TERRA CLEAN SERVICE,terra clean service,ROU,,small,,src_ted_opendata,file_ted_0183,organisation:ORG-9000,2026-08-19
sup_0395,1131208173,IMC IMPOMED CENTRUM SA,imc impomed centrum sa,POL,,,,src_ted_opendata,file_ted_0184,organisation:ORG-0003,2026-08-19
sup_0396,6342833798,Comef sp.z o.o.,comef sp.z o.o.,POL,,,,src_ted_opendata,file_ted_0184,organisation:ORG-0004,2026-08-19
sup_0397,6312421111,Alteris SA,alteris sa,POL,,,,src_ted_opendata,file_ted_0184,organisation:ORG-0005,2026-08-19
sup_0398,9521000289,Medtronic Poland sp.z o.o.,medtronic poland sp.z o.o.,POL,,,,src_ted_opendata,file_ted_0184,organisation:ORG-0006,2026-08-19
sup_0399,9290112610,LfC sp.z o.o.,lfc sp.z o.o.,POL,,,,src_ted_opendata,file_ted_0184,organisation:ORG-0007,2026-08-19
sup_0400,310752,Dair-Marciglob,dair-marciglob,ESP,,large,,src_ted_opendata,file_ted_0185,organisation:ORG-0002,2026-08-19
sup_0401,A79707345,SOLRED S.A.,solred s.a.,ESP,,large,,src_ted_opendata,file_ted_0186,organisation:ORG-0002,2026-08-19
sup_0402,REGON 712482077,EKO-SAM BIS Sp. z.o.o.,eko-sam bis sp. z.o.o.,POL,,,,src_ted_opendata,file_ted_0187,organisation:ORG-0004,2026-08-19
sup_0403,24426117,Elfertreff Holding B.V.,elfertreff holding b.v.,NLD,,,,src_ted_opendata,file_ted_0188,organisation:ORG-0003,2026-08-19
sup_0404,12339040,Medivar OÜ,medivar oü,EST,,,,src_ted_opendata,file_ted_0189,organisation:ORG-0004,2026-08-19
sup_0405,66665-1-0-1,CABINET MONTMASSON - INGENIEURS CONSEILS,cabinet montmasson - ingenieurs conseils,FRA,,sme,,src_ted_opendata,file_ted_0190,organisation:ORG-0005,2026-08-19
sup_0406,38384469300887,GROUPAMA LOIRE BRETAGNE,groupama loire bretagne,FRA,,,,src_ted_opendata,file_ted_0193,organisation:ORG-0011,2026-08-19
sup_0407,30157314300023,SARRE ET MOSELLE,sarre et moselle,FRA,,,,src_ted_opendata,file_ted_0193,organisation:ORG-0012,2026-08-19
sup_0408,95850615601600,CFDP,cfdp,FRA,,,,src_ted_opendata,file_ted_0193,organisation:ORG-0013,2026-08-19
sup_0409,55206266302212,GENERALI IARD,generali iard,FRA,,,,src_ted_opendata,file_ted_0193,organisation:ORG-0015,2026-08-19
sup_0410,11718873213,Salisbury Régészeti Korlátolt Felelősségű Társaság,salisbury régészeti korlátolt felelősségű társaság,HUN,,small,,src_ted_opendata,file_ted_0194,organisation:ORG-0005,2026-08-19
sup_0411,37232-1-1-1,La Passerelle,la passerelle,FRA,,sme,,src_ted_opendata,file_ted_0195,organisation:ORG-0005,2026-08-19
sup_0412,37232-1-2-1,EDG NET31 ENTREPRISE DE PROPRETE,edg net31 entreprise de proprete,FRA,,sme,,src_ted_opendata,file_ted_0195,organisation:ORG-0006,2026-08-19
sup_0413,37232-1-3-1,PLD GARONNE,pld garonne,FRA,,large,,src_ted_opendata,file_ted_0195,organisation:ORG-0007,2026-08-19
sup_0414,37232-1-4-1,VIDIMUS,vidimus,FRA,,large,,src_ted_opendata,file_ted_0195,organisation:ORG-0008,2026-08-19
sup_0415,37232-1-5-1,AJNET-ENTREPRISE DE PROPRETE,ajnet-entreprise de proprete,FRA,,sme,,src_ted_opendata,file_ted_0195,organisation:ORG-0009,2026-08-19
sup_0416,37232-1-6-1,WILAU PROPRETE,wilau proprete,FRA,,sme,,src_ted_opendata,file_ted_0195,organisation:ORG-0010,2026-08-19
sup_0417,37232-1-7-1,SUD OUEST CLEAN,sud ouest clean,FRA,,sme,,src_ted_opendata,file_ted_0195,organisation:ORG-0011,2026-08-19
sup_0418,NIP 7010934400,Sakura Finetek Polska Sp z o. o,sakura finetek polska sp z o. o,POL,,,,src_ted_opendata,file_ted_0196,organisation:ORG-0003,2026-08-19
sup_0419,19347383,MyDevice CZ s.r.o.,mydevice cz s.r.o.,CZE,,sme,,src_ted_opendata,file_ted_0197,organisation:ORG-0003,2026-08-19
sup_0420,44135591400298,AC ENVIRONNEMENT,ac environnement,FRA,,,,src_ted_opendata,file_ted_0198,organisation:ORG-0003,2026-08-19
sup_0421,50077803000352,AED,aed,FRA,,,,src_ted_opendata,file_ted_0198,organisation:ORG-0004,2026-08-19
sup_0422,4790768380032,SOCOTEC,socotec,FRA,,,,src_ted_opendata,file_ted_0198,organisation:ORG-0005,2026-08-19
sup_0423,94808690500015,ELAIA,elaia,FRA,,,,src_ted_opendata,file_ted_0198,organisation:ORG-0006,2026-08-19
sup_0424,A28732121,"SCHUNK IBERICA, S.A.","schunk iberica, s.a.",ESP,,large,,src_ted_opendata,file_ted_0199,organisation:ORG-0002,2026-08-19
sup_0425,9512075477,Raf Trans Sp. z o.o.,raf trans sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0200,organisation:ORG-0003,2026-08-19
sup_0426,8861207273,Eurospiner Maciej Rąk,eurospiner maciej rąk,POL,,,,src_ted_opendata,file_ted_0200,organisation:ORG-0004,2026-08-19
sup_0427,A79842654,VOLVO GROUP ESPAÑA S.A.U.,volvo group españa s.a.u.,ESP,,large,,src_ted_opendata,file_ted_0201,organisation:ORG-0002,2026-08-19
sup_0428,7282800837,HAMMERMED Medical Polska spółka z ograniczoną odpowiedzialnością spółka komandytowo-akcyjna,hammermed medical polska spółka z ograniczoną odpowiedzialnością spółka komandytowo-akcyjna,POL,,small,,src_ted_opendata,file_ted_0202,organisation:ORG-0004,2026-08-19
sup_0429,522-16-51-738,Olympus Polska Sp. z o.o.,olympus polska sp. z o.o.,POL,,small,,src_ted_opendata,file_ted_0202,organisation:ORG-0008,2026-08-19
sup_0430,8790166790,TORUŃSKIE ZAKŁADY MATERIAŁÓW OPATRUNKOWYCH SA,toruńskie zakłady materiałów opatrunkowych sa,POL,,,,src_ted_opendata,file_ted_0202,organisation:ORG-0007,2026-08-19
sup_0431,5271055984,Becton Dickinson Polska Sp. z o.o.,becton dickinson polska sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0202,organisation:ORG-0006,2026-08-19
sup_0432,899-02-02-964,VARIMED Sp. z o.o.,varimed sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0202,organisation:ORG-0009,2026-08-19
sup_0433,5391503758,Camedica Paweł harasimiuk spółka komandytowa,camedica paweł harasimiuk spółka komandytowa,POL,,,,src_ted_opendata,file_ted_0202,organisation:ORG-0005,2026-08-19
sup_0434,NIP:7252027054,BFF MEDFinance S.A.,bff medfinance s.a.,POL,,,,src_ted_opendata,file_ted_0203,organisation:ORG-0003,2026-08-19
sup_0435,300665654,"AAS ""BTA Baltic Insurance Company"" filialas Lietuvoje","aas ""bta baltic insurance company"" filialas lietuvoje",LTU,,,,src_ted_opendata,file_ted_0204,organisation:ORG-0005,2026-08-19
sup_0436,f003ab63-312d-4dbd-b0ef-dbed7ec4d006,DE_Allianz Suisse Versicherungs-Gesellschaft AG,de_allianz suisse versicherungs-gesellschaft ag,CHE,,large,,src_ted_opendata,file_ted_0205,organisation:ORG-0010,2026-08-19
sup_0437,29263140,"Ateliér Velehradský, s. r. o.","ateliér velehradský, s. r. o.",CZE,,sme,,src_ted_opendata,file_ted_0206,organisation:ORG-0003,2026-08-19
sup_0438,9180000956,Przedsiębiorstwo Gospodarki Komunalnej Sp. z o.o.,przedsiębiorstwo gospodarki komunalnej sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0207,organisation:ORG-0005,2026-08-19
sup_0439,BE 0761.502.062,De Vreese Recycling,de vreese recycling,BEL,,,,src_ted_opendata,file_ted_0208,organisation:ORG-0005,2026-08-19
sup_0440,1509702-1-0-1,ABB FRANCE,abb france,FRA,,large,,src_ted_opendata,file_ted_0209,organisation:ORG-0005,2026-08-19
sup_0441,627 220 049 015 79,SAS HERVE THERMIQUE,sas herve thermique,FRA,,,,src_ted_opendata,file_ted_0210,organisation:ORG-0004,2026-08-19
sup_0442,9110015143515,DAKA Entsorgungsunternehmen GmbH & Co KG,daka entsorgungsunternehmen gmbh & co kg,AUT,,,,src_ted_opendata,file_ted_0211,organisation:ORG-4337,2026-08-19
sup_0443,60172576,Dog Service Brabant,dog service brabant,NLD,,sme,,src_ted_opendata,file_ted_0212,organisation:ORG-0003,2026-08-19
sup_0444,17179915,Hondenschool Jeroen Stallen,hondenschool jeroen stallen,NLD,,sme,,src_ted_opendata,file_ted_0212,organisation:ORG-0002,2026-08-19
sup_0445,130460283,ЙЕТТЕЛ БЪЛГАРИЯ ЕАД,йеттел българия еад,BGR,,sme,,src_ted_opendata,file_ted_0214,organisation:ORG-0003,2026-08-19
sup_0446,RO41889483,CRAYON SOFTWARE EXPERTS ROMANIA SRL,crayon software experts romania srl,ROU,,large,,src_ted_opendata,file_ted_0215,organisation:ORG-9000,2026-08-19
sup_0447,998323067,ΑΘΗΝΑ ΔΙΟΝΥΣΙΟΥ ΠΑΠΑΓΕΩΡΓΙΟΥ & ΣΙΑ ΕΕ,αθηνα διονυσιου παπαγεωργιου & σια εε,GRC,,,,src_ted_opendata,file_ted_0216,organisation:ORG-0003,2026-08-19
sup_0448,800593884,ΑΦΟΙ Δ. ΠΑΠΑΓΕΩΡΓΙΟΥ ΟΕ,αφοι δ. παπαγεωργιου οε,GRC,,,,src_ted_opendata,file_ted_0216,organisation:ORG-0004,2026-08-19
sup_0449,NIP: 8952012233,Widan Polska sp. z o.o. sp. k.,widan polska sp. z o.o. sp. k.,POL,,,,src_ted_opendata,file_ted_0217,organisation:ORG-0003,2026-08-19
sup_0450,BE 0464931589,VANDERHEYDEN,vanderheyden,BEL,,,,src_ted_opendata,file_ted_0218,organisation:ORG-0006,2026-08-19
sup_0451,BE 0791664510,HOCKE TRUCK SUPPLY SRL,hocke truck supply srl,BEL,,,,src_ted_opendata,file_ted_0218,organisation:ORG-0007,2026-08-19
sup_0452,9252143985,Bartosz Smolak Sp. z o.o.,bartosz smolak sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0220,organisation:ORG-0003,2026-08-19
sup_0453,9252126515,Ground Control Sp. z o.o.,ground control sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0220,organisation:ORG-0004,2026-08-19
sup_0454,8361679922,O-Pal Sp. z o.o.,o-pal sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0220,organisation:ORG-0005,2026-08-19
sup_0455,734 329 42 52,MO-BRUK S.A.,mo-bruk s.a.,POL,,,,src_ted_opendata,file_ted_0220,organisation:ORG-0006,2026-08-19
sup_0456,RO 3102390,PAUL HARTMANN SRL,paul hartmann srl,ROU,,large,,src_ted_opendata,file_ted_0221,organisation:ORG-9002,2026-08-19
sup_0457,33711808,MEDICAL TECHNOLOGIES INFINITY,medical technologies infinity,ROU,,small,,src_ted_opendata,file_ted_0221,organisation:ORG-9003,2026-08-19
sup_0458,RO 11013782,Limas Group S.R.L.,limas group s.r.l.,ROU,,medium,,src_ted_opendata,file_ted_0221,organisation:ORG-9000,2026-08-19
sup_0459,RO 29674809,BIO HYGIENE,bio hygiene,ROU,,medium,,src_ted_opendata,file_ted_0221,organisation:ORG-9001,2026-08-19
sup_0460,43885864900017,IDEX ENERGIE ANTILLES GUYANE,idex energie antilles guyane,FRA,,,,src_ted_opendata,file_ted_0223,organisation:ORG-0003,2026-08-19
sup_0461,6922370352,Przedsiębiorstwo Komunikacji Samochodowej S.A. z siedzibą w Lubinie,przedsiębiorstwo komunikacji samochodowej s.a. z siedzibą w lubinie,POL,,,,src_ted_opendata,file_ted_0224,organisation:ORG-0002,2026-08-19
sup_0462,DE117587099,Heinrich & Ellermann Elektro GmbH & Co. KG,heinrich & ellermann elektro gmbh & co. kg,DEU,,small,,src_ted_opendata,file_ted_0225,organisation:ORG-0001,2026-08-19
sup_0463,130848983,ИНФОЛАБ ООД,инфолаб оод,BGR,,sme,,src_ted_opendata,file_ted_0226,organisation:ORG-0003,2026-08-19
sup_0464,1507275-1-1-1,MOOLAND TRANSPORTS,mooland transports,FRA,,sme,,src_ted_opendata,file_ted_0227,organisation:ORG-0005,2026-08-19
sup_0465,1507275-1-2-1,MOOLAND TRANSPORTS,mooland transports,FRA,,sme,,src_ted_opendata,file_ted_0227,organisation:ORG-0006,2026-08-19
sup_0466,1507275-1-3-1,SOCIETE DE TRANSPORTS DE L'OCEAN INDIEN,societe de transports de l'ocean indien,FRA,,sme,,src_ted_opendata,file_ted_0227,organisation:ORG-0007,2026-08-19
sup_0467,1507275-1-4-1,MOOLAND TRANSPORTS,mooland transports,FRA,,sme,,src_ted_opendata,file_ted_0227,organisation:ORG-0008,2026-08-19
sup_0468,1507275-1-3-2,MOOLAND TRANSPORTS,mooland transports,FRA,,sme,,src_ted_opendata,file_ted_0227,organisation:ORG-0009,2026-08-19
sup_0469,NIP : 6381815184 Regon: 364489097 nr KRS: 0000618478,"BORIM PALIWA SP. Z O.O.,","borim paliwa sp. z o.o.,",POL,,,,src_ted_opendata,file_ted_0230,organisation:ORG-0002,2026-08-19
sup_0470,33487372601435,PROXISERVE,proxiserve,FRA,,,,src_ted_opendata,file_ted_0231,organisation:ORG-0004,2026-08-19
sup_0471,361897,CEC Bank SA,cec bank sa,ROU,,large,,src_ted_opendata,file_ted_0232,organisation:ORG-9000,2026-08-19
sup_0472,5022670,BANCA TRANSILVANIA S.A.,banca transilvania s.a.,ROU,,large,,src_ted_opendata,file_ted_0232,organisation:ORG-9001,2026-08-19
sup_0473,8180002340,Bank Spółdzielczy w Ropczycach,bank spółdzielczy w ropczycach,POL,,,,src_ted_opendata,file_ted_0233,organisation:ORG-0003,2026-08-19
sup_0474,114905,CMS IT-Consulting GmbH,cms it-consulting gmbh,DEU,,medium,,src_ted_opendata,file_ted_0235,organisation:ORG-0101,2026-08-19
sup_0475,447 754 086 00307,SAS GUINTOLI,sas guintoli,FRA,,,,src_ted_opendata,file_ted_0237,organisation:ORG-0003,2026-08-19
sup_0476,676 820 137 00302,SAS NGE ROUTES,sas nge routes,FRA,,,,src_ted_opendata,file_ted_0237,organisation:ORG-0004,2026-08-19
sup_0477,513 027 821 00208,SAS NGE ÉNERGIES SOLUTIONS,sas nge énergies solutions,FRA,,,,src_ted_opendata,file_ted_0237,organisation:ORG-0005,2026-08-19
sup_0478,1539821-1-0-1,Docone,docone,FRA,,large,,src_ted_opendata,file_ted_0238,organisation:ORG-0007,2026-08-19
sup_0479,88362293624,CEDRUS FOREST d.o.o.,cedrus forest d.o.o.,HRV,,small,,src_ted_opendata,file_ted_0239,organisation:ORG-0004,2026-08-19
sup_0480,NIP 6920001219,Przedsiębiorstwo Gospodarki Miejskiej Sp. z o.o.,przedsiębiorstwo gospodarki miejskiej sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0240,organisation:ORG-0003,2026-08-19
sup_0481,8661601479,Elporem i Elpoautomatyka,elporem i elpoautomatyka,POL,,,,src_ted_opendata,file_ted_0241,organisation:ORG-0003,2026-08-19
sup_0482,PL9512421815,NASK Spółka Akcyjna,nask spółka akcyjna,POL,,large,,src_ted_opendata,file_ted_0242,organisation:ORG-0005,2026-08-19
sup_0483,RO 9311280,MEDIPLUS EXIM,mediplus exim,ROU,,large,,src_ted_opendata,file_ted_0244,organisation:ORG-9006,2026-08-19
sup_0484,RO 4851409,FILDAS TRADING,fildas trading,ROU,,large,,src_ted_opendata,file_ted_0244,organisation:ORG-9004,2026-08-19
sup_0485,RO 3391027,FRESENIUS KABI ROMANIA,fresenius kabi romania,ROU,,medium,,src_ted_opendata,file_ted_0244,organisation:ORG-9002,2026-08-19
sup_0486,33358111,DONA. LOGISTICA,dona. logistica,ROU,,large,,src_ted_opendata,file_ted_0244,organisation:ORG-9000,2026-08-19
sup_0487,RO3572074,FARMACEUTICA REMEDIA DISTRIBUTION & LOGISTICS S.R.L.,farmaceutica remedia distribution & logistics s.r.l.,ROU,,large,,src_ted_opendata,file_ted_0244,organisation:ORG-9003,2026-08-19
sup_0488,U75490318,"UTE INGENIERÍA Y ECONOMÍA DEL TRANSPORTE S.M.E. M.P., S.A. & TÜV RHEINLAND RAIL CERTIFICATION B.V.","ute ingeniería y economía del transporte s.m.e. m.p., s.a. & tüv rheinland rail certification b.v.",ESP,,large,,src_ted_opendata,file_ted_0245,organisation:ORG-0004,2026-08-19
sup_0489,6912199052,DGP Security Partner,dgp security partner,POL,,,,src_ted_opendata,file_ted_0246,organisation:ORG-0004,2026-08-19
sup_0490,6221001188,Zakład Oczyszczania i Gospodarki Odpadami „MZO” S.A.,zakład oczyszczania i gospodarki odpadami „mzo” s.a.,POL,,,,src_ted_opendata,file_ted_0247,organisation:ORG-0003,2026-08-19
sup_0491,6220110461,Firma Usługowa KOSZ Sp. z o.o.,firma usługowa kosz sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0247,organisation:ORG-0004,2026-08-19
sup_0492,NIP: 5220004190,Sweco Polska sp. z o. o. (Lider),sweco polska sp. z o. o. (lider),POL,,,,src_ted_opendata,file_ted_0248,organisation:ORG-0004,2026-08-19
sup_0493,8490000039,Bialmed sp. z o.o.,bialmed sp. z o.o.,POL,,,,src_ted_opendata,file_ted_0249,organisation:ORG-0006,2026-08-19
sup_0494,298652,"FERROVIAL CONSTRUCCION, S.A. - ENDESA X SERVICIOS, S.L.","ferrovial construccion, s.a. - endesa x servicios, s.l.",ESP,,large,,src_ted_opendata,file_ted_0251,organisation:ORG-0002,2026-08-19
sup_0495,dd0e90d0-bbd3-44fb-bfc9-91790a839ef8,"FR_Mobilière Suisse Société d'assurances, Agence générale de Genève, Denis Hostettler","fr_mobilière suisse société d'assurances, agence générale de genève, denis hostettler",CHE,,large,,src_ted_opendata,file_ted_0252,organisation:ORG-0010,2026-08-19
